
Active Connections

  Proto  Local Address          Foreign Address        State
  UDP    [::]:53837             *:*                    
  UDP    [::]:54661             *:*                    
  UDP    [::]:54663             *:*                    
  UDP    [::]:54915             *:*                    
  UDP    [::]:57620             *:*                    
  UDP    [::]:57925             *:*                    
  UDP    [::]:64636             *:*                    
  UDP    [::]:65357             *:*                    
  UDP    [::1]:1900             *:*                    
  UDP    [::1]:5353             *:*                    
  UDP    [::1]:5353             *:*                    
  UDP    [::1]:5353             *:*                    
  UDP    [::1]:64182            *:*                    
  UDP    [fe80::211a:a000:73bf:9ab%46]:1900  *:*                    
  UDP    [fe80::211a:a000:73bf:9ab%46]:64183  *:*                    
  UDP    [fe80::608e:9941:789c:41ef%54]:1900  *:*                    
  UDP    [fe80::608e:9941:789c:41ef%54]:64184  *:*                    
  UDP    [fe80::644e:af2e:258c:eadf%4]:1900  *:*                    
  UDP    [fe80::644e:af2e:258c:eadf%4]:64181  *:*                    
